sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,G_avg,pass
M,15,R,GT3,T,4,4,other,other,home,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,Portuguese,11.0,True
F,16,U,LE3,T,4,4,health,health,other,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,Portuguese,14.666666666666666,True
M,15,U,LE3,A,4,4,teacher,teacher,course,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,Portuguese,13.666666666666666,True
F,16,R,GT3,T,3,3,services,other,reputation,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,Portuguese,11.0,True
F,16,U,GT3,T,2,2,at_home,other,home,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,Portuguese,9.333333333333334,True
M,15,U,LE3,T,4,2,teacher,other,course,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,Portuguese,17.666666666666668,True
M,15,R,GT3,T,2,1,health,services,reputation,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,Portuguese,9.666666666666666,True
M,16,U,GT3,T,4,4,teacher,teacher,course,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,Portuguese,14.666666666666666,True
M,15,U,GT3,T,4,4,other,teacher,reputation,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,Portuguese,15.666666666666666,True
M,16,U,GT3,T,3,3,other,services,home,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,Portuguese,14.333333333333334,True
M,17,R,GT3,T,1,3,other,other,course,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,Portuguese,11.333333333333334,True
M,15,U,GT3,T,3,4,other,other,reputation,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,Portuguese,13.666666666666666,True
F,15,U,GT3,T,1,2,at_home,services,course,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,Portuguese,14.0,True
M,15,U,GT3,T,2,2,services,services,home,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,Portuguese,13.333333333333334,True
F,16,U,LE3,T,2,4,other,health,course,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,Portuguese,13.0,True
M,16,U,GT3,T,4,4,health,other,course,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,Portuguese,12.666666666666666,True
F,16,U,GT3,T,2,2,other,other,home,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,Portuguese,11.333333333333334,True
M,15,U,GT3,T,3,4,services,services,home,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,Portuguese,9.0,False
F,15,U,LE3,A,3,4,other,other,home,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,Portuguese,10.666666666666666,True
F,19,U,GT3,T,0,1,at_home,other,course,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,Portuguese,10.0,True
M,16,R,GT3,T,4,4,teacher,teacher,course,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,Portuguese,14.333333333333334,True
M,16,U,GT3,T,2,3,other,other,course,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,Portuguese,12.666666666666666,True
F,15,R,GT3,T,3,4,services,teacher,course,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,Portuguese,11.0,True
F,18,U,GT3,T,2,1,services,other,reputation,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,Portuguese,9.0,False
F,17,U,LE3,A,2,1,other,other,course,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,Portuguese,10.666666666666666,True
F,15,U,GT3,T,1,1,at_home,other,course,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,Portuguese,12.0,True
F,17,U,LE3,T,2,2,other,other,course,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,Portuguese,12.333333333333334,True
F,16,U,GT3,A,3,4,services,other,course,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,Portuguese,14.0,True
M,16,U,GT3,T,2,1,at_home,other,course,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,Portuguese,9.666666666666666,True
F,16,U,GT3,A,2,2,other,other,home,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,Portuguese,11.666666666666666,True
M,15,R,GT3,T,3,4,at_home,teacher,course,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,Portuguese,11.333333333333334,True
F,15,U,GT3,T,4,4,services,at_home,course,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,Portuguese,14.0,True
M,17,R,GT3,T,3,4,at_home,other,course,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,Portuguese,9.666666666666666,True
F,16,R,GT3,T,1,1,at_home,other,course,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,Portuguese,13.333333333333334,True
M,18,U,LE3,T,3,1,services,services,course,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,Portuguese,11.333333333333334,True
F,18,U,GT3,A,3,2,other,services,course,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,Portuguese,11.333333333333334,True
F,16,R,GT3,T,1,1,other,services,reputation,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,Portuguese,11.333333333333334,True
F,16,U,GT3,A,3,3,other,other,course,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,Portuguese,9.333333333333334,True
M,16,U,LE3,T,1,1,services,other,course,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,Portuguese,10.0,True
F,15,U,GT3,T,4,4,teacher,teacher,course,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,Portuguese,13.666666666666666,True
F,15,R,GT3,T,1,1,other,other,course,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,Portuguese,8.666666666666666,False
M,15,U,GT3,T,4,3,teacher,services,course,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,Portuguese,10.333333333333334,True
F,15,U,GT3,A,3,3,services,services,home,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,Portuguese,8.666666666666666,False
M,16,U,GT3,T,4,4,services,services,course,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,Portuguese,13.666666666666666,True
M,16,U,LE3,T,2,2,services,services,reputation,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,Portuguese,11.333333333333334,True
F,15,U,GT3,T,4,4,teacher,services,course,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,Portuguese,13.0,True
F,16,U,LE3,T,1,1,at_home,at_home,course,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,Portuguese,10.666666666666666,True
M,17,U,GT3,T,2,1,other,other,home,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,Portuguese,7.333333333333333,False
F,15,U,GT3,T,1,1,other,services,course,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,Portuguese,12.0,True
F,15,U,LE3,A,2,1,at_home,other,home,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,Portuguese,10.333333333333334,True
F,15,U,GT3,T,3,2,health,services,home,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,Portuguese,11.0,True
F,15,U,GT3,T,1,2,at_home,other,course,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,Portuguese,12.666666666666666,True
F,15,U,GT3,T,1,2,at_home,services,course,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,Portuguese,11.0,True
M,16,U,GT3,T,4,4,teacher,teacher,course,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,Portuguese,8.666666666666666,False
M,15,U,LE3,A,2,1,services,other,course,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,Portuguese,11.333333333333334,True
M,18,U,LE3,T,1,1,other,other,course,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,Portuguese,6.666666666666667,False
M,16,U,LE3,T,2,1,at_home,other,course,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,Portuguese,9.666666666666666,True
F,15,R,GT3,T,3,3,services,services,reputation,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,Portuguese,13.0,True
M,19,U,GT3,T,3,2,services,at_home,home,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,Portuguese,10.333333333333334,True
F,17,U,GT3,T,4,4,other,teacher,course,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,Portuguese,13.0,True
M,15,R,GT3,T,2,3,at_home,services,course,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,Portuguese,7.666666666666667,False
M,17,R,LE3,T,1,2,other,other,reputation,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,Portuguese,9.0,True
F,18,R,GT3,T,1,1,at_home,other,course,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,Portuguese,10.666666666666666,True
M,16,R,GT3,T,2,2,at_home,other,course,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,Portuguese,11.0,True
M,16,U,GT3,T,3,3,other,services,course,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,Portuguese,7.0,False
M,16,U,LE3,T,1,2,health,services,course,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,Portuguese,9.0,True
M,17,R,LE3,T,2,1,at_home,other,course,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,Portuguese,8.333333333333334,False
M,17,R,GT3,T,3,2,other,other,course,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,Portuguese,7.0,False
M,15,U,LE3,T,1,2,other,other,course,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,Portuguese,9.0,True
M,16,U,GT3,T,1,3,at_home,services,course,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,Portuguese,8.333333333333334,False
M,17,R,LE3,T,1,1,other,services,course,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,Portuguese,8.0,False
M,17,U,GT3,T,3,2,services,services,course,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,Portuguese,7.666666666666667,False
M,16,U,GT3,T,2,2,other,other,course,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,Portuguese,10.0,True
F,16,U,GT3,T,4,2,health,services,home,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,Portuguese,17.333333333333332,True
F,16,U,GT3,T,2,2,other,other,home,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,Portuguese,12.333333333333334,True
F,16,U,GT3,T,4,4,health,health,reputation,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,Portuguese,16.333333333333332,True
M,16,U,GT3,T,3,4,other,other,course,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,Portuguese,9.333333333333334,True
M,16,U,GT3,T,1,0,other,other,reputation,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,Portuguese,17.0,True
M,17,U,LE3,T,4,4,teacher,other,reputation,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,Portuguese,10.0,True
F,16,U,GT3,T,1,3,at_home,services,home,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,Portuguese,13.333333333333334,True
F,16,U,LE3,T,3,3,other,other,reputation,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,Portuguese,14.333333333333334,True
M,17,U,LE3,T,4,3,teacher,other,course,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,Portuguese,10.666666666666666,True
F,16,U,GT3,T,2,2,services,other,reputation,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,Portuguese,13.0,True
M,17,U,GT3,T,3,3,other,other,reputation,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,Portuguese,10.0,True
M,16,R,GT3,T,4,2,teacher,services,other,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,Portuguese,10.0,True
M,17,U,GT3,T,4,3,other,other,course,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,Portuguese,11.666666666666666,True
M,16,U,GT3,T,4,3,teacher,other,home,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,Portuguese,10.666666666666666,True
M,16,U,GT3,T,3,3,services,other,home,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,Portuguese,12.0,True
F,17,U,GT3,T,2,4,services,services,reputation,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,Portuguese,17.333333333333332,True
F,17,U,LE3,T,3,3,other,other,reputation,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,Portuguese,13.666666666666666,True
F,16,U,GT3,T,3,2,other,other,reputation,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,Portuguese,15.0,True
M,17,U,GT3,T,3,3,services,services,other,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,Portuguese,12.666666666666666,True
M,16,U,GT3,T,1,2,services,services,other,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,Portuguese,10.0,True
M,16,U,LE3,T,2,1,other,other,course,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,Portuguese,14.333333333333334,True
F,17,U,GT3,A,3,3,health,other,reputation,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,Portuguese,13.0,True
M,17,R,GT3,T,1,2,at_home,other,home,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,Portuguese,9.333333333333334,True
F,16,U,GT3,T,2,3,services,services,course,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,Portuguese,12.333333333333334,True
F,17,U,GT3,T,1,1,at_home,services,course,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,Portuguese,11.666666666666666,True
M,17,U,GT3,T,1,2,at_home,services,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,Portuguese,11.0,True
M,16,R,GT3,T,3,3,services,services,reputation,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,Portuguese,10.333333333333334,True
M,16,U,GT3,T,2,3,other,other,home,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,Portuguese,12.333333333333334,True
F,17,U,LE3,T,2,4,services,services,course,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,Portuguese,15.0,True
M,17,U,GT3,T,4,4,services,teacher,home,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,Portuguese,13.333333333333334,True
M,16,R,LE3,T,3,3,teacher,other,home,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,Portuguese,11.0,True
F,17,U,GT3,T,4,4,services,teacher,home,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,Portuguese,15.0,True
F,16,U,LE3,T,4,4,teacher,teacher,reputation,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,Portuguese,10.666666666666666,True
F,16,U,GT3,T,4,3,health,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,Portuguese,14.333333333333334,True
F,16,U,GT3,T,2,3,other,other,reputation,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,Portuguese,11.666666666666666,True
F,17,U,GT3,T,1,1,other,other,course,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,Portuguese,14.666666666666666,True
F,17,R,GT3,T,2,2,other,other,reputation,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,Portuguese,13.0,True
F,16,R,GT3,T,2,2,services,services,reputation,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,Portuguese,13.0,True
F,17,U,GT3,T,3,4,at_home,services,home,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,Portuguese,8.333333333333334,False
F,16,U,GT3,A,3,1,services,other,course,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,Portuguese,11.333333333333334,True
F,16,U,GT3,T,4,3,teacher,other,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,Portuguese,14.666666666666666,True
F,16,U,GT3,T,1,1,at_home,other,home,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,Portuguese,12.666666666666666,True
F,17,R,GT3,T,4,3,teacher,other,reputation,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,Portuguese,11.666666666666666,True
F,19,U,GT3,T,3,3,other,other,reputation,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,Portuguese,12.0,True
M,17,U,LE3,T,4,4,services,other,home,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,Portuguese,12.333333333333334,True
F,16,U,GT3,A,2,2,other,other,reputation,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,Portuguese,13.0,True
M,18,U,GT3,T,2,2,services,other,home,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,Portuguese,11.333333333333334,True
F,17,R,LE3,T,4,4,services,other,other,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,Portuguese,11.333333333333334,True
F,17,U,LE3,T,3,2,other,other,reputation,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,Portuguese,15.0,True
F,17,U,GT3,T,4,3,other,other,reputation,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,Portuguese,10.0,True
M,18,U,LE3,T,3,3,services,health,home,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,Portuguese,10.0,True
F,17,U,GT3,T,2,3,at_home,other,home,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,Portuguese,12.666666666666666,True
F,17,U,GT3,T,2,2,at_home,at_home,course,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,Portuguese,12.333333333333334,True
F,17,R,GT3,T,2,1,at_home,services,reputation,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,Portuguese,10.666666666666666,True
F,17,U,GT3,T,1,1,at_home,other,reputation,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,Portuguese,12.0,True
F,16,U,GT3,T,2,3,services,teacher,other,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14,Portuguese,13.333333333333334,True
M,18,U,GT3,T,2,2,other,other,home,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10,Portuguese,9.666666666666666,True
F,16,U,GT3,T,4,4,teacher,services,home,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,Portuguese,15.666666666666666,True
F,18,R,GT3,T,3,1,other,other,reputation,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,Portuguese,8.0,False
F,17,U,GT3,T,3,2,other,other,course,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,Portuguese,17.333333333333332,True
M,17,U,LE3,T,2,3,services,services,reputation,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,Portuguese,10.666666666666666,True
M,18,U,LE3,T,2,1,at_home,other,course,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,Portuguese,10.0,True
F,17,U,GT3,A,2,1,other,other,course,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,Portuguese,15.333333333333334,True
F,17,U,LE3,T,4,3,health,other,reputation,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,Portuguese,12.666666666666666,True
M,17,R,GT3,T,2,2,other,other,course,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,Portuguese,12.666666666666666,True
M,17,U,GT3,T,4,4,teacher,teacher,reputation,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,Portuguese,13.0,True
M,16,U,GT3,T,4,4,health,other,reputation,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,Portuguese,13.333333333333334,True
M,16,U,LE3,T,1,1,other,other,home,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9,Portuguese,9.0,False
M,16,U,GT3,T,3,2,at_home,other,reputation,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,Portuguese,12.0,True
M,17,U,LE3,T,2,2,other,other,home,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,Portuguese,16.0,True
F,16,U,GT3,T,2,1,other,other,home,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,Portuguese,9.666666666666666,True
F,16,U,GT3,A,4,1,other,other,home,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,Portuguese,13.333333333333334,True
F,18,U,LE3,A,2,4,services,other,course,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10,Portuguese,10.0,True
F,18,U,LE3,T,2,2,at_home,services,course,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,Portuguese,9.0,True
F,18,U,GT3,T,3,3,other,other,course,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7,Portuguese,7.333333333333333,False
M,18,U,GT3,T,2,2,other,at_home,course,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8,Portuguese,7.666666666666667,False
M,17,U,GT3,T,4,4,teacher,teacher,course,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,Portuguese,9.0,False
F,17,U,GT3,T,3,2,other,other,course,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,Portuguese,14.333333333333334,True
F,17,U,LE3,T,1,1,at_home,at_home,course,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,Portuguese,10.333333333333334,True
F,16,U,GT3,T,1,2,other,other,course,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,Portuguese,11.333333333333334,True
F,17,R,GT3,T,2,1,at_home,services,course,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,Portuguese,13.0,True
F,17,R,LE3,A,1,4,other,other,course,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,Portuguese,8.666666666666666,False
M,18,U,GT3,T,2,2,other,services,reputation,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,Portuguese,7.666666666666667,False
F,17,U,LE3,A,2,2,other,other,home,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,Portuguese,10.0,True
F,17,R,LE3,T,1,1,at_home,other,course,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,Portuguese,14.666666666666666,True
F,17,U,LE3,A,4,2,teacher,other,course,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,Portuguese,14.333333333333334,True
M,17,U,LE3,T,4,3,health,other,course,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,Portuguese,15.0,True
M,17,R,LE3,A,4,4,teacher,other,course,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,Portuguese,12.0,True
M,16,U,LE3,T,4,3,teacher,other,course,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,Portuguese,14.333333333333334,True
M,16,U,GT3,T,4,4,services,services,course,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,Portuguese,14.666666666666666,True
F,17,U,GT3,T,4,4,teacher,services,course,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,Portuguese,11.333333333333334,True
